,RECORD ID,view_count,like_count,dislike_count,comment_count,duration,category_id,label,URL,Title,Misinformation,Commercial Bias?,Most Replayed Feature,engagement_rate
0,T001,36.52721686,218.0,24.0,19.0,675,27,1,https://www.youtube.com/watch?v=k8i9gu3K1lY,Prostate Cancer - Treatment: Your Options,1,No,,7.145356871845720
1,T003,29.55494934,137.0,13.0,7.0,428,29,1,https://www.youtube.com/watch?v=IKiAiD3SONw,Choosing the Right Prostate Cancer Treatment,1,Yes,,5.312139032751260
2,T004,22.17989418,25.0,3.0,2.0,64,25,0,https://www.youtube.com/watch?v=MDo0JX6W2u0,Study Shows It Really Doesn't Matter How You Treat Prostate Cancer,2,No,,1.3525763358714100
3,T006,37.48251192,220.0,16.0,25.0,232,29,1,https://www.youtube.com/watch?v=epP-nxr1TJw,Advice for Patients with Prostate Cancer,1,No,"{""maxHeightDp"": 40, ""minHeightDp"": 4, ""showHideAnimationDurationMillis"": 200, ""heatMarkers"": [{""heatMarkerRenderer"": {""timeRangeStartMillis"": 0, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 1}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 2320, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.46749355304051976}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 4640, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.6090130962709814}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 6960, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.6113445609262262}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 9280, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.6141535602914672}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 11600, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.6163594382161867}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 13920, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.597879720192122}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 16240, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.5189977632874816}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 18560, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.42160702033035574}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 20880, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.32746491059373056}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 23200, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.23454743207656936}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 25520, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.20691024122047177}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 27840, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.2043109813310186}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 30160, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.21146733721201474}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 32480, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.19348819954478824}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 34800, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.1821344845985621}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 37120, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.19752118774212482}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 39440, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.21572877441724425}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 41760, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.23735538756233668}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 44080, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.2994455795518465}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 46400, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.34882742223198293}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 48720, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.38171171341172333}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 51040, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.4276534111371501}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 53360, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.5261968379284774}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 55680, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.5636564528413396}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 58000, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.6183605551672234}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 60320, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.5597709728434755}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 62640, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.451390266787489}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 64960, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.37251441256284856}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 67280, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.3422197454620351}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 69600, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.2971260793613385}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 71920, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.2770510726062338}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 74240, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.27913931334411207}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 76560, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.2561227345306096}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 78880, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.241701459303355}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 81200, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.26842381024840717}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 83520, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.2915997814276979}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 85840, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.30665669895600006}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 88160, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.2985607712502745}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 90480, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.3005068034844697}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 92800, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.2629395083889768}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 95120, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.2815532444777772}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 97440, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.19035150232323406}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 99760, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.20286625213945106}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 102080, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.1994230558447414}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 104400, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.23287080104500366}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 106720, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.3121295984396411}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 109040, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.3144960732064645}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 111360, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.3185621443532745}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 113680, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.3110568115343864}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 116000, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.2641974634531774}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 118320, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.1713581152996998}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 120640, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.08977564219665966}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 122960, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.0687742325578781}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 125280, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.05045479018223325}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 127600, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.07832123303043431}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 129920, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.05256631746221658}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 132240, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.03427096461288733}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 134560, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.025946507600847792}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 136880, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.027711386597149647}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 139200, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.021525517432987955}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 141520, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.03122187296870088}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 143840, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.02971121877344965}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 146160, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.04351644451439329}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 148480, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.05440121668167578}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 150800, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.05452391266904323}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 153120, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.05417630080430914}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 155440, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.07824302236832965}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 157760, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.12085048875641434}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 160080, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.13659901658523738}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 162400, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.13610542219103075}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 164720, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.1976662869889658}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 167040, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.28144243265672547}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 169360, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.30340244484602574}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 171680, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.34405360080202063}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 174000, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.4001561001305251}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 176320, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.40342432616576246}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 178640, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.37350545567547233}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 180960, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.3743709923559918}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 183280, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.3843420487901236}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 185600, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.37011244589392017}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 187920, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.3288206691347725}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 190240, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.2865018755703697}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 192560, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.20563847482785022}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 194880, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.23548587972340407}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 197200, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.1692308495291903}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 199520, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.1254614649884832}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 201840, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.09081245540928307}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 204160, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.06258683772371643}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 206480, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.06492287938896113}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 208800, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.07221590318258776}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 211120, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.06153091348688265}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 213440, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.04356767490702446}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 215760, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.044236159262282346}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 218080, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.03888547397548248}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 220400, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.015898766174611327}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 222720, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.03498706593182905}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 225040, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.011106476107807054}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 227360, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0}}, {""heatMarkerRenderer"": {""timeRangeStartMillis"": 229680, ""markerDurationMillis"": 2320, ""heatMarkerIntensityScoreNormalized"": 0.054452125880622745}}], ""heatMarkersDecorations"": [{""timedMarkerDecorationRenderer"": {""visibleTimeRangeStartMillis"": 55680, ""visibleTimeRangeEndMillis"": 62640, ""decorationTimeMillis"": 58000, ""label"": {""runs"": [{""text"": ""Moment le plus revisionn\u00e9""}]}, ""icon"": ""AUTO_AWESOME"", ""trackingParams"": ""CCEQ38YIGGQiEwjy_o27mpj5AhUEPfEFHbu2BYI=""}}]}",6.963247302023400
